|0000|006|1||E63F12C673C9EB8A8C9C41FE11EFE82FDD0EFB880|01012022|31012022|FM MODEL TRANSPORTES LTDA|05367368000106|SP|3523909||00|1|
|0001|0|
|0110|1|2|1||
|0111|0|0|0|0|0|
|0150|5WN10J6HJ|PETRO CENTER COM DERIV DE PETROLEO LTDA|1058|08713905000110||153132426|1502954||RUA CHACARA SETOR 05 KM 525|S/N||NOVO|
|0150|6970W7E0C|AUTO POSTO SERTANEJO DE ANDRADINA LTDA|1058|59581017000122||170025787117|3502101||ROD MARECHAL RONDON|S/N|KM 646 + 250 METROS|ZONA RURAL|
|0150|5EP0WGTLL|RODOPECAS LTDA|1058|47964168000504||669732664110|3552205||AV DOUTOR LUIZ MENDES ALMEIDA|2300||VILA ESPIRITO SANTO|
|0150|5Z3122FR3|ELETROPARQUE ELETRICIDADE LTDA EPP|1058|68996263000136||387064620112|3523909||AV DOS ESPORTES|290||PARQUE INDUSTRIAL|
|0150|62K0VDCIG|WLM PARTICIPACOES E COMERCIO DE MAQUINAS E VEICULOS S.A.|1058|33228024002103||671372100117|3552403||ROD ANHANGUERA KM 114|S/N||JARDIM DALLORT|
|0150|6970WFC4O|CALBRAS EQUIPAMENTOS DE PROTECAO LTDA|1058|12030223000180||0190122773|4303905||AV. DOS MUNICIPIOS 1305|1305|0|ZONA INDUSTRIAL SUL|
|0150|5FK0NFBLX|LUBMIX COMERCIO E IMPORTACAO DE EQUIPAME|1058|16823397000151||260101481118|3511102||R GOIANIA|172||VILA JUCA PEDRO|
|0150|65R166V2L|AUTO POSTO SERTANEJO DE VOTUPORANGA LTDA|1058|03604561000198||718075782113|3557105||RODOVIA EUCLIDES DA CUNHA|S/N|KM 507|ZONA RURAL|
|0150|5FK0N9IQ6|REDE DE POSTO MARAJO TOCANTINS|1058|26638338000167||290350468|1714880||BR|153|KM 187|ZONA RURAL|
|0150|5WN10MB46|HIPER TRUCK PARTS COMERCIO AUTOMOTIVO EIRELI|1058|32982651000110||9080855661|4115200||RUA NATHALINO CARNIEL|184|SALA 1|JARDIM HANOVER|
|0150|5FK0NF5MI|MAZI MAQUINAS LTDA|1058|91052605000181||0290142512|4305108||R BEETHOVEN|2321||SAO JOSE|
|0150|5EP0WIIMK|C. DIESEL PARTS COMERCIO DE AUTO PECAS LTDA - ME|1058|08793371000180||535413690112|3538709||RUA ORLANDO BONI|217|-|ARY COELHO|
|0150|5W80T9RMU|IPANEMA DERIVADOS DE PETROLEO LTDA-EPP|1058|00798642000188||293981248|1700707||BR 153 KM 752 A 376  TRECHO 0|0||ZONA RURAL|
|0150|5FK0NFAQ5|SIGHRA TECN EM RASTREAMENTO LTDA - SP|1058|11008806000223||147108192111|3550308||RUA JULIO GONZALES|132|ANDAR 20|BARRA FUNDA|
|0150|5YI0ZNFJI|PLANO PNEUMATIC COMERCIO E SERVICOS LTDA - ME|1058|02521443000153||115545630113|3550308||AVENIDA CONEGO JOSE SALOMON|568||VILA PORTUGAL|
|0150|7|DE NIGRIS DISTR DE VEICULOS LTDA|1058|61591459000525||387103849113|3523909||AVENIDA DOUTOR OTAVIANO PEREIRA MENDES|700|716|LIBERDADE|
|0150|66R0ZYFHI|REDE DE POSTOS MARAJO CARIRI 2 LTDA|1058|29764547000145||294912010|1703867||ROD BR153 SN|SN|KM 692|CENTRO|
|0150|65R1699AW|POSTO ALDO PRESIDENTE VENCESLAU LTDA|1058|57924169000155||563029446110|3541505||ROD RAPOSOTAVARESKM|SN|SN|SEM DENOMINACAO|
|0150|5EP0WH3EF|PERIM COM. PECAS LTDA|1058|51195790001110||669945366114|3552205||RODOVIA RAPOSO TAVARES|10457||PQ FAZENDA IMPERIAL|
|0150|6570WLYRF|IMPERIO PECAS AUTOMOTIVAS RP EIRELI|1058|20812769000111||797071794115|3543402||RUA DOUTOR HUGO FORTES|900||PARQUE INDUSTRIAL LAGOINHA|
|0150|6970WB1TI|ANDRA SA ELECTRIC SOLUTIONS|1058|47674429001019||798241053119|3552205||RUA SANTA ROSALIA|232||JARDIM SANTA ROSALIA|
|0150|6570WOWQK|POSTO ALDO SORRISO LTDA|1058|06341664000109||137147295|5107925||RODOVIA BR 163 KM 736|SN||EXPANSAO URBANA|
|0150|68F0WX16R|REDE DOM PEDRO DE POSTOS LTDA|1058|20415295000174||2450683030024|3124500||ROD FERNAO DIAS|SN|KM 880|ESPRAIADO|
|0150|5EP0WIKRH|MEGA POSTO CARIOCAO LTDA|1058|12301888000181||294266542|1706506||ROD BR 226 KM 39 SN|KM 39, S/N||CENTRO|
|0150|3|CODEMA COMERCIAL E IMPORTADORA LTDA.|1058|60849197001646||669113087110|3552205||ROD RAPOSO TAVARES KM 102|S/N||VOSSOROCA|
|0150|5EP0WIPT6|RG COMERCIO DE PECAS LTDA|1058|04960743000164||9025557813|4106902||RUA HELENA GRODZKI|440||UMBARA|
|0150|6970WF2I8|FACCHINI S.A.|1058|03509978002387||336808190116|3518800||RUA ROBERTO VENTUROLE|285||CIDADE ARACILIA|
|0150|62C0YXG14|REDE DE POSTOS MARAJO CENTRALINA LTDA|1058|24187119000183||0027057280025|3115805||ROD BR|153|KM 17|ZONA RURAL|
|0150|66R0ZY7US|POSTO TREVAO CACHOEIRA DA SERRA LTDA|1058|12852447000178||153200049|1500602||ROD BR 163 KM 895|S/N||CACHOEIRA DA SERRA|
|0150|6570WP2MP|VIEIRA & PIZZOLI VIEIRA LTDA|1058|10737595000469||137275200|5107909||RUA JOAO PEDRO MOREIRA DE CARVALHO|11164||LIDIA|
|0150|6970WFEL0|SILPA PECAS E EQUIPAMENTOS LTDA|1058|87834099000105||0290045592|4305108||RODOVIA RS122 KM 82|6||NOVO PERIMETRO|
|0150|67F10L19T|POSTO MANGUEIRAS LTDA|1058|26808923000168||134453611|5103403||ROD BR|364|S/N|DISTRITO INDUSTRIAL|
|0150|5EP0WHVDL|MAGGI MOTORS LTDA|1058|03703339000142||387093365118|3523909||AV DR OCTAVIANO PEREIRA MENDES|1188||LIBERDADE|
|0150|65R16DFCL|POSTO ALDO LINHO LTDA|1058|73914749000118||131505670|5107602||ROD BR 364|SN|KM 198|ZONA SUBURBANA|
|0150|6570WOU9G|ROTA OESTE VEICULOS LTDA|1058|01549753000466||131833880|5107909||RUA JOAO PMDE CARVALHO|435||DIST.IND|
|0150|5WN10NHQ3|SOVAN EQUIPAMENTOS DE PROTECAO INDIVIDUAL EIRELI|1058|06341274000120||669157057111|3552205||RUA NICOLAU PERRELA|267||VILA PROGRESSO|
|0150|5W80TCFLF|MAXI PARTS INDUSTRIA E COMERCIO DE AUTO PECAS LTDA|1058|16669266000161||145539080117|3550308||RUA VENANCIO DINIZ JUNQUEIRA|275||JARAGUA|
|0150|5EP0WIA9I|DRUGOVICH AUTO PECAS LTDA|1058|79153789000251||244549533113|3509502||RUA BATISTA RAFFI|433||NOVA APARECIDA|
|0150|65R16DSQP|POSTO ALDO JATAI|1058|04268312000131||104037431|5211909||ROD BR 364 C BR|060||PARQUE INDUSTRIAL|
|0150|5W80TD25J|QUIBAO E BRESSIANI LTDA.|1058|46365243000205||253016074119|3510401||ALAMEDA FAUSTINA FRANCHI ANNICCHINO|1058 / E 1||SAO LUIZ|
|0150|5YT11WAL6|POSTO ALDO CUBATAO LTDA - ME|1058|07126651000171||283110307110|3513504||AVENIDA ENG PLINIO DE QUEIROZ|SN|LOTE 07|JD INDUSTRIAL|
|0150|5EP0WHY0G|MARTINS COMERCIO DE CARNES EM SALTO EIRELI  EPP|1058|67538405000159||600062400110|3545209||RUA JURISTA AZEVEDO MARQUES|112||RESIDENCIAL PARQUE LAGUNA|
|0150|5EP0WGYJP|COMERCIAL DE PARAFUSOS SALTENSE LTDA|1058|48984686000129||600010233114|3545209||RUA 9 DE JULHO|818||CENTRO|
|0150|5EP0WFM1K|GURGELMIX MAQUINAS E FERRAMENTAS S.A.|1058|29302348000387||241106454112|3509205||VIA DE ACESSO NORTE KM 38 ROD ANHANGUERA|0|GALPAO 5 BLOCO 2|JORDANESIA|
|0150|5W80T9XQ5|MULTIEIXO IMPLEMENTOS RODOVIARIOS LTDA|1058|58507468000904||336856803118|3518800||RUA LUIZ RODRIGUES DE FREITAS 132|132||VL ROSA MINELIA|
|0150|5XL11B3GE|POSTO ALDO PRIMAVERA LTDA|1058|00135201000104||131555960|5107040||R SAO PAULO|1470|PARALELA A ROD BR 070|PARQUE INDUSTRIAL|
|0150|68F0WXXX5|LAPONIA SUDESTE LTDA|1058|04422548000695||572061942114|3542404||RUA ATILIO ALBERTINI|SN|PARTE|DISTRITO INDUSTRIAL|
|0150|65R16D89S|POSTO ALDO RONDONOPOLIS LTDA|1058|37523586000189||131411195|5107602||AV 06|SN|QUADRA05 KM 119|PARQUE IND VITORASSO|
|0150|65R16DMA4|ROTA OESTE VEICULOS LTDA|1058|01549753000385||131721909|5107602||BR 364 KM 200|550||P.IND.VETORASSO|
|0150|5EP0WHDKY|CENTER PECAS FABBRI LTDA|1058|56908650000275||669212002118|3552205||AV. DR LUIZ MENDES DE ALMEIDA|2540||VILA ESPIRITO SANTO|
|0150|66R0ZY4TG|VIEIRA E PIZZOLI VIEIRA LTDA|1058|10737595000388||154543519|1508050||RODOVIA BR 163 KM 1348|S/N||COMUNIDADE BELA VISTA DO CARAC|
|0150|5EP0WI433|LAPONIA SUDESTE LTDA|1058|04422548000504||649082655115|3550100||AVENIDA FRANCISCO PAGLIATO|261||DISTRITO INDUSTRIAL|
|0150|5EP0WJPQJ|RODOPECAS LTDA|1058|47964168000423||147971801117|3550308||RUA SUBLIMACAO|160||JARDIM JAPAO|
|0150|5EP0WH7F1|POSTO REGINA DE PETROLEO LTDA|1058|23432842000118||121020592|2105302||RODOVIA BR 010|0|KM 1352|COCO GRANDE|
|0150|5W80TB38P|FACCHINI S/A|1058|03509978000503||718033732119|3557105||AVENIDA DOM PEDRO I|2321||POLO COMERCIAL E INDUSTRIAL DE|
|0150|67F10KYRJ|VIEIRA & PIZZOLI VIEIRA LTDA|1058|10737595000116||133731251|5105606||ROD BR 163 ENTRONCAMENTO ROD MT 322|S/N||ZE-009|
|0150|5EP0WHCY9|CAMPINAS DIESEL LTDA|1058|56501141000142||244277905113|3509502||R. CAROLINA FLORENCE|1776||JD.N.SRA.AUXILIADORA|
